"Station Name","CALGARY INT'L CS"
"Province","ALBERTA"
"Latitude","51.11"
"Longitude","-114.00"
"Elevation","1081.90"
"Climate Identifier","3031094"
"WMO Identifier","71393"
"TC Identifier","PCI"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only preliminary quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2015-04-08","2015","04","08","†","11.6","","-5.1","","3.3","","14.7","","0.0","","","M","","M","0.0","","1","","","M","","M"
"2015-04-09","2015","04","09","†","15.1","","-0.6","","7.3","","10.7","","0.0","","","M","","M","0.0","","","","","M","","M"
"2015-04-10","2015","04","10","†","16.5","","-1.0","","7.8","","10.2","","0.0","","","M","","M","0.0","","","","","M","","M"
"2015-04-11","2015","04","11","†","14.0","","-0.2","","6.9","","11.1","","0.0","","","M","","M","0.4","","","","","M","","M"
"2015-04-12","2015","04","12","†","7.8","","-1.9","","3.0","","15.0","","0.0","","","M","","M","0.0","","","","","M","","M"
"2015-04-13","2015","04","13","†","14.6","","-6.2","","4.2","","13.8","","0.0","","","M","","M","0.0","","","","","M","","M"
"2015-04-14","2015","04","14","†","13.1","","-1.2","","6.0","","12.0","","0.0","","","M","","M","1.3","","","","","M","","M"
"2015-04-15","2015","04","15","†","13.7","","-3.1","","5.3","","12.7","","0.0","","","M","","M","0.2","","","","","M","","M"
"2015-04-16","2015","04","16","†","17.8","","3.1","","10.5","","7.5","","0.0","","","M","","M","0.0","","","","","M","","M"
"2015-04-17","2015","04","17","†","20.7","","1.3","","11.0","","7.0","","0.0","","","M","","M","0.0","","","","","M","","M"
"2015-04-18","2015","04","18","†","10.4","","0.8","","5.6","","12.4","","0.0","","","M","","M","1.8","","","","","M","","M"
"2015-04-19","2015","04","19","†","12.8","","-5.3","","3.8","","14.2","","0.0","","","M","","M","0.2","","","","","M","","M"
"2015-04-20","2015","04","20","†","18.5","","-0.1","","9.2","","8.8","","0.0","","","M","","M","0.0","","","","","M","","M"
"2015-04-21","2015","04","21","†","20.1","","7.5","","13.8","","4.2","","0.0","","","M","","M","0.0","","","","","M","","M"
"2015-04-22","2015","04","22","†","21.2","","3.7","","12.5","","5.5","","0.0","","","M","","M","0.0","","","","","M","","M"
"2015-04-23","2015","04","23","†","12.4","","-0.4","","6.0","","12.0","","0.0","","","M","","M","0.0","","","","","M","","M"
"2015-04-24","2015","04","24","†","11.3","","0.7","","6.0","","12.0","","0.0","","","M","","M","0.0","","","","","M","","M"
"2015-04-25","2015","04","25","†","4.3","","-1.8","","1.3","","16.7","","0.0","","","M","","M","0.0","","","","","M","","M"
"2015-04-26","2015","04","26","†","11.9","","-5.8","","3.1","","14.9","","0.0","","","M","","M","0.2","","","","","M","","M"
"2015-04-27","2015","04","27","†","20.2","","1.5","","10.9","","7.1","","0.0","","","M","","M","0.0","","","","","M","","M"
"2015-04-28","2015","04","28","†","26.4","","5.4","","15.9","","2.1","","0.0","","","M","","M","0.0","","","","","M","","M"
"2015-04-29","2015","04","29","†","16.2","","2.8","","9.5","","8.5","","0.0","","","M","","M","0.0","","","","","M","","M"
"2015-04-30","2015","04","30","†","15.6","","0.5","","8.1","","9.9","","0.0","","","M","","M","0.2","","","","","M","","M"
"2015-05-01","2015","05","01","†","17.7","","2.5","","10.1","","7.9","","0.0","","","M","","M","0.0","","","","","M","","M"
"2015-05-02","2015","05","02","†","10.2","","1.9","","6.1","","11.9","","0.0","","","M","","M","0.0","","","","","M","","M"
"2015-05-03","2015","05","03","†","12.5","","-1.6","","5.5","","12.5","","0.0","","","M","","M","0.0","","","","","M","","M"
"2015-05-04","2015","05","04","†","19.5","","1.1","","10.3","","7.7","","0.0","","","M","","M","0.0","","","","","M","","M"
"2015-05-05","2015","05","05","†","18.2","","3.2","","10.7","","7.3","","0.0","","","M","","M","1.5","","","","","M","","M"
"2015-05-06","2015","05","06","†","9.0","","0.6","","4.8","","13.2","","0.0","","","M","","M","0.0","","","","","M","","M"
"2015-05-07","2015","05","07","†","12.7","","-1.7","","5.5","","12.5","","0.0","","","M","","M","2.8","","","","","M","","M"
"2015-05-08","2015","05","08","†","10.9","","0.8","","5.9","","12.1","","0.0","","","M","","M","1.1","","","","","M","","M"
"2015-05-09","2015","05","09","†","17.2","","0.0","","8.6","","9.4","","0.0","","","M","","M","0.0","","","","","M","","M"
"2015-05-10","2015","05","10","†","16.9","","-1.0","","8.0","","10.0","","0.0","","","M","","M","0.0","","","","","M","","M"
"2015-05-11","2015","05","11","†","12.2","","-0.1","","6.1","","11.9","","0.0","","","M","","M","1.6","","","","","M","","M"
"2015-05-12","2015","05","12","†","14.3","","-3.1","","5.6","","12.4","","0.0","","","M","","M","0.0","","","","","M","","M"
"2015-05-13","2015","05","13","†","13.3","","-2.4","","5.5","","12.5","","0.0","","","M","","M","0.0","","","","","M","","M"
"2015-05-14","2015","05","14","†","8.0","","5.2","","6.6","","11.4","","0.0","","","M","","M","2.0","","","","","M","","M"
"2015-05-15","2015","05","15","†","11.9","","6.5","","9.2","","8.8","","0.0","","","M","","M","0.5","","","","","M","","M"
"2015-05-16","2015","05","16","†","9.3","","0.5","","4.9","","13.1","","0.0","","","M","","M","18.7","","","","","M","","M"
"2015-05-17","2015","05","17","†","9.5","","0.1","","4.8","","13.2","","0.0","","","M","","M","0.4","","","","","M","","M"
"2015-05-18","2015","05","18","†","13.9","","2.2","","8.1","","9.9","","0.0","","","M","","M","0.0","","","","","M","","M"
"2015-05-19","2015","05","19","†","16.2","","1.3","","8.8","","9.2","","0.0","","","M","","M","0.0","","","","","M","","M"
"2015-05-20","2015","05","20","†","19.1","","3.5","","11.3","","6.7","","0.0","","","M","","M","0.0","","","","","M","","M"
"2015-05-21","2015","05","21","†","21.2","","5.4","","13.3","","4.7","","0.0","","","M","","M","0.0","","","","","M","","M"
"2015-05-22","2015","05","22","†","23.3","","2.2","","12.8","","5.2","","0.0","","","M","","M","0.0","","","","","M","","M"
"2015-05-23","2015","05","23","†","23.6","","3.2","","13.4","","4.6","","0.0","","","M","","M","0.0","","","","","M","","M"
"2015-05-24","2015","05","24","†","22.1","","7.1","","14.6","","3.4","","0.0","","","M","","M","0.0","","","","","M","","M"
"2015-05-25","2015","05","25","†","22.4","","7.7","","15.1","","2.9","","0.0","","","M","","M","0.0","","","","","M","","M"
"2015-05-26","2015","05","26","†","21.5","","11.0","","16.3","","1.7","","0.0","","","M","","M","0.0","","","","","M","","M"
"2015-05-27","2015","05","27","†","22.3","","11.0","","16.7","","1.3","","0.0","","","M","","M","0.0","","","","","M","","M"
"2015-05-28","2015","05","28","†","14.5","","8.2","","11.4","","6.6","","0.0","","","M","","M","0.0","","","","","M","","M"
"2015-05-29","2015","05","29","†","14.1","","5.9","","10.0","","8.0","","0.0","","","M","","M","1.1","","","","","M","","M"
"2015-05-30","2015","05","30","†","16.9","","5.4","","11.2","","6.8","","0.0","","","M","","M","0.0","","","","","M","","M"
"2015-05-31","2015","05","31","†","25.8","","7.6","","16.7","","1.3","","0.0","","","M","","M","0.0","","","","","M","","M"
"2015-06-01","2015","06","01","†","22.8","","7.0","","14.9","","3.1","","0.0","","","M","","M","0.7","","","","","M","","M"
"2015-06-02","2015","06","02","†","13.7","","8.7","","11.2","","6.8","","0.0","","","M","","M","1.0","","","","","M","","M"
"2015-06-03","2015","06","03","†","13.3","","8.6","","11.0","","7.0","","0.0","","","M","","M","13.0","","","","","M","","M"
"2015-06-04","2015","06","04","†","20.3","","6.4","","13.4","","4.6","","0.0","","","M","","M","5.7","","","","","M","","M"
"2015-06-05","2015","06","05","†","21.4","","6.1","","13.8","","4.2","","0.0","","","M","","M","0.0","","","","","M","","M"
"2015-06-06","2015","06","06","†","25.1","","11.0","","18.1","","0.0","","0.1","","","M","","M","","M","","","","M","","M"
"2015-06-07","2015","06","07","†","26.0","","11.4","","18.7","","0.0","","0.7","","","M","","M","0.0","","","","","M","","M"
"2015-06-08","2015","06","08","†","31.9","","12.1","","22.0","","0.0","","4.0","","","M","","M","0.0","","","","","M","","M"
"2015-06-09","2015","06","09","†","23.4","","10.9","","17.2","","0.8","","0.0","","","M","","M","0.0","","","","","M","","M"
"2015-06-10","2015","06","10","†","23.7","","11.9","","17.8","","0.2","","0.0","","","M","","M","0.0","","","","","M","","M"
"2015-06-11","2015","06","11","†","28.5","","9.3","","18.9","","0.0","","0.9","","","M","","M","0.0","","","","","M","","M"
"2015-06-12","2015","06","12","†","12.9","","4.2","","8.6","","9.4","","0.0","","","M","","M","7.0","","","","","M","","M"
"2015-06-13","2015","06","13","†","14.7","","4.7","","9.7","","8.3","","0.0","","","M","","M","3.6","","","","","M","","M"
"2015-06-14","2015","06","14","†","14.4","","6.5","","10.5","","7.5","","0.0","","","M","","M","0.3","","","","","M","","M"
"2015-06-15","2015","06","15","†","17.6","","4.8","","11.2","","6.8","","0.0","","","M","","M","0.0","","","","","M","","M"
"2015-06-16","2015","06","16","†","24.0","","7.8","","15.9","","2.1","","0.0","","","M","","M","3.0","","","","","M","","M"
"2015-06-17","2015","06","17","†","11.9","","9.0","","10.5","","7.5","","0.0","","","M","","M","5.5","","","","","M","","M"
"2015-06-18","2015","06","18","†","20.3","","8.9","","14.6","","3.4","","0.0","","","M","","M","0.3","","","","","M","","M"
"2015-06-19","2015","06","19","†","22.8","","9.6","","16.2","","1.8","","0.0","","","M","","M","0.5","","","","","M","","M"
"2015-06-20","2015","06","20","†","20.2","","4.7","","12.5","","5.5","","0.0","","","M","","M","2.8","","","","","M","","M"
"2015-06-21","2015","06","21","†","17.6","","7.8","","12.7","","5.3","","0.0","","","M","","M","4.7","","","","","M","","M"
"2015-06-22","2015","06","22","†","22.7","","5.3","","14.0","","4.0","","0.0","","","M","","M","0.0","","","","","M","","M"
"2015-06-23","2015","06","23","†","21.5","","9.7","","15.6","","2.4","","0.0","","","M","","M","0.0","","","","","M","","M"
"2015-06-24","2015","06","24","†","24.1","","8.3","","16.2","","1.8","","0.0","","","M","","M","0.0","","","","","M","","M"
"2015-06-25","2015","06","25","†","27.9","","12.6","","20.3","","0.0","","2.3","","","M","","M","0.0","","","","","M","","M"
"2015-06-26","2015","06","26","†","28.6","","15.9","","22.3","","0.0","","4.3","","","M","","M","0.0","","","","","M","","M"
"2015-06-27","2015","06","27","†","30.2","","12.9","","21.6","","0.0","","3.6","","","M","","M","0.0","","","","","M","","M"
"2015-06-28","2015","06","28","†","30.2","","14.2","","22.2","","0.0","","4.2","","","M","","M","0.0","","","","","M","","M"
"2015-06-29","2015","06","29","†","22.5","","17.0","","19.8","","0.0","","1.8","","","M","","M","0.0","","","","","M","","M"
"2015-06-30","2015","06","30","†","24.0","","13.9","","19.0","","0.0","","1.0","","","M","","M","2.6","","","","","M","","M"
"2015-07-01","2015","07","01","†","23.5","","12.8","","18.2","","0.0","","0.2","","","M","","M","19.0","","","","","M","","M"
"2015-07-02","2015","07","02","†","27.0","","12.3","","19.7","","0.0","","1.7","","","M","","M","0.0","","","","","M","","M"
"2015-07-03","2015","07","03","†","29.4","","14.5","","22.0","","0.0","","4.0","","","M","","M","0.0","","","","","M","","M"
"2015-07-04","2015","07","04","†","22.8","","12.1","","17.5","","0.5","","0.0","","","M","","M","10.7","","","","","M","","M"
"2015-07-05","2015","07","05","†","17.7","","9.2","","13.5","","4.5","","0.0","","","M","","M","0.2","","","","","M","","M"
"2015-07-06","2015","07","06","†","22.9","","8.4","","15.7","","2.3","","0.0","","","M","","M","1.6","","","","","M","","M"
"2015-07-07","2015","07","07","†","18.5","","11.6","","15.1","","2.9","","0.0","","","M","","M","0.3","","","","","M","","M"
"2015-07-08","2015","07","08","†","29.9","","11.3","","20.6","","0.0","","2.6","","","M","","M","0.0","","","","","M","","M"
"2015-07-09","2015","07","09","†","30.8","","15.8","","23.3","","0.0","","5.3","","","M","","M","0.0","","","","","M","","M"
"2015-07-10","2015","07","10","†","29.5","","14.3","","21.9","","0.0","","3.9","","","M","","M","0.0","","","","","M","","M"
"2015-07-11","2015","07","11","†","28.4","","16.6","","22.5","","0.0","","4.5","","","M","","M","0.0","","","","","M","","M"
"2015-07-12","2015","07","12","†","26.6","","15.8","","21.2","","0.0","","3.2","","","M","","M","5.4","","","","","M","","M"
"2015-07-13","2015","07","13","†","22.5","","14.0","","18.3","","0.0","","0.3","","","M","","M","0.2","","","","","M","","M"
"2015-07-14","2015","07","14","†","22.7","","11.2","","17.0","","1.0","","0.0","","","M","","M","0.0","","","","","M","","M"
"2015-07-15","2015","07","15","†","26.0","","10.4","","18.2","","0.0","","0.2","","","M","","M","0.0","","","","","M","","M"
"2015-07-16","2015","07","16","†","19.8","","8.3","","14.1","","3.9","","0.0","","","M","","M","5.5","","","","","M","","M"
"2015-07-17","2015","07","17","†","18.0","","8.5","","13.3","","4.7","","0.0","","","M","","M","9.4","","","","","M","","M"
"2015-07-18","2015","07","18","†","26.3","","9.8","","18.1","","0.0","","0.1","","","M","","M","0.0","","","","","M","","M"
"2015-07-19","2015","07","19","†","22.8","","14.9","","18.9","","0.0","","0.9","","","M","","M","0.0","","","","","M","","M"
"2015-07-20","2015","07","20","†","26.4","","13.4","","19.9","","0.0","","1.9","","","M","","M","0.0","","","","","M","","M"
"2015-07-21","2015","07","21","†","25.2","","12.4","","18.8","","0.0","","0.8","","","M","","M","0.0","","","","","M","","M"
